COUNTRY,POSITION HOLDER,NAME OF THE ISSUER,ISIN,NET SHORT POSITION,"DATE POSITION WAS CREATED, CHANGED OR CANCELLED"
UNITED KINGDOM,Henderson Global Investors,Synergy Health plc,GB0030757263,0.71%,2013-02-01
UNITED KINGDOM,Henderson Global Investors,Synergy Health plc,GB0030757263,0.62%,2013-02-20
UNITED KINGDOM,Pennant Capital Management LLC,TalkTalk Telecom Group PLC,GB00B4YCDF59,0.90%,2012-11-14
UNITED KINGDOM,Pennant Capital Management LLC,TalkTalk Telecom Group PLC,GB00B4YCDF59,0.79%,2012-12-21
UNITED KINGDOM,Pennant Capital Management LLC,TalkTalk Telecom Group PLC,GB00B4YCDF59,0.69%,2013-01-07
UNITED KINGDOM,Pennant Capital Management LLC,TalkTalk Telecom Group PLC,GB00B4YCDF59,0.59%,2013-01-14
UNITED KINGDOM,Pennant Capital Management LLC,TalkTalk Telecom Group PLC,GB00B4YCDF59,0.49%,2013-02-08
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,TClarke PLC,GB0002015021,1.92%,2012-11-01
UNITED KINGDOM,Dalton Strategic Partnership LLP,Telecom Plus plc,GB0008794710,1.03%,2012-11-01
UNITED KINGDOM,Dalton Strategic Partnership LLP,Telecom Plus plc,GB0008794710,1.15%,2012-11-19
UNITED KINGDOM,Praxient Capital LLP,TELECOM PLUS PLC,GB0008794710 LN,0.51%,2012-11-01
UNITED KINGDOM,Lansdowne Partners Limited,Tesco PLC,GB0008847096,0.62%,2012-11-01
UNITED KINGDOM,Lansdowne Partners Limited,Tesco PLC,GB0008847096,0.59%,2012-11-05
UNITED KINGDOM,Lansdowne Partners Limited,Tesco PLC,GB0008847096,0.62%,2012-11-26
UNITED KINGDOM,Lansdowne Partners Limited,Tesco PLC,GB0008847096,0.57%,2013-01-03
UNITED KINGDOM,Lansdowne Partners Limited,Tesco PLC,GB0008847096,0.45%,2013-01-30
UNITED KINGDOM,Oxford Asset Management,Thomas Cook Group Plc,GB00B1VYCH82,1.12%,2012-11-01
UNITED KINGDOM,Oxford Asset Management,Thomas Cook Group Plc,GB00B1VYCH82,1.22%,2012-11-28
UNITED KINGDOM,Oxford Asset Management,Thomas Cook Group Plc,GB00B1VYCH82,1.14%,2012-12-07
UNITED KINGDOM,Oxford Asset Management,Thomas Cook Group Plc,GB00B1VYCH82,1.04%,2012-12-11
UNITED KINGDOM,Oxford Asset Management,Thomas Cook Group Plc,GB00B1VYCH82,0.96%,2012-12-12
UNITED KINGDOM,Oxford Asset Management,Thomas Cook Group Plc,GB00B1VYCH82,0.86%,2012-12-17
UNITED KINGDOM,Oxford Asset Management,Thomas Cook Group Plc,GB00B1VYCH82,0.76%,2012-12-19
UNITED KINGDOM,Oxford Asset Management,Thomas Cook Group Plc,GB00B1VYCH82,0.67%,2012-12-20
UNITED KINGDOM,Oxford Asset Management,Thomas Cook Group Plc,GB00B1VYCH82,0.59%,2012-12-27
UNITED KINGDOM,Sothic Capital Management LLP,Thomas Cook Group Plc,GB00B1VYCH82,1.99%,2012-11-01
UNITED KINGDOM,Sothic Capital Management LLP,Thomas Cook Group Plc,GB00B1VYCH82,2.04%,2012-11-16
UNITED KINGDOM,Sothic Capital Management LLP,Thomas Cook Group Plc,GB00B1VYCH82,2.15%,2012-11-19
UNITED KINGDOM,Sothic Capital Management LLP,Thomas Cook Group Plc,GB00B1VYCH82,2.00%,2012-12-05
UNITED KINGDOM,Sothic Capital Management LLP,Thomas Cook Group Plc,GB00B1VYCH82,1.90%,2012-12-06
UNITED KINGDOM,Sothic Capital Management LLP,Thomas Cook Group Plc,GB00B1VYCH82,1.76%,2013-02-07
UNITED KINGDOM,Sothic Capital Management LLP,Thomas Cook Group Plc,GB00B1VYCH82,1.65%,2013-02-08
UNITED KINGDOM,Sothic Capital Management LLP,Thomas Cook Group Plc,GB00B1VYCH82,1.58%,2013-02-13
UNITED KINGDOM,TT International,Thomas Cook Group Plc,GB00B1VYCH82,1.43%,2012-11-23
UNITED KINGDOM,TT International,Thomas Cook Group Plc,GB00B1VYCH82,1.18%,2012-11-26
UNITED KINGDOM,TT International,Thomas Cook Group Plc,GB00B1VYCH82,1.07%,2012-11-27
UNITED KINGDOM,TT International,Thomas Cook Group Plc,GB00B1VYCH82,0.53%,2012-11-28
UNITED KINGDOM,TT International,Thomas Cook Group Plc,GB00B1VYCH82,0.83%,2013-01-23
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,2.18%,2012-11-01
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,2.03%,2012-11-30
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,1.98%,2012-12-03
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,1.70%,2013-01-17
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,1.62%,2013-01-18
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,1.72%,2013-01-31
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,3.88%,2013-02-08
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,3.71%,2013-02-12
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,3.66%,2013-02-13
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,3.55%,2013-02-15
UNITED KINGDOM,ODEY ASSET MANAGEMENT LLP,TRINITY MIRROR PLC,GB0009039941,3.38%,2013-02-21
UNITED KINGDOM,"Axial Capital Management, LLC",TUI TRAVEL PLC,GB00B1Z7RQ77,0.55%,2012-11-01
UNITED KINGDOM,"Axial Capital Management, LLC",TUI TRAVEL PLC,GB00B1Z7RQ77,0.49%,2012-12-18
UNITED KINGDOM,Blau GmBH,TUI Travel Plc,GB00B1Z7RQ77,0.55%,2012-12-21
UNITED KINGDOM,Blau GmBH,TUI Travel Plc,GB00B1Z7RQ77,0.60%,2012-12-24
UNITED KINGDOM,Blau GmBH,TUI Travel Plc,GB00B1Z7RQ77,0.70%,2013-01-15
UNITED KINGDOM,Blau GmBH,TUI Travel Plc,GB00B1Z7RQ77,0.89%,2013-01-16
UNITED KINGDOM,Blau GmBH,TUI Travel Plc,GB00B1Z7RQ77,0.95%,2013-01-17
UNITED KINGDOM,Blau GmBH,TUI Travel Plc,GB00B1Z7RQ77,1.02%,2013-01-18
UNITED KINGDOM,Blau GmBH,TUI Travel Plc,GB00B1Z7RQ77,0.54%,2013-01-30
UNITED KINGDOM,Blau GmBH,TUI Travel Plc,GB00B1Z7RQ77,0.39%,2013-02-05
UNITED KINGDOM,BNP PARIBAS SA ,TUI TRAVEL PLC,GB00B1Z7RQ77,0.52%,2012-12-03
UNITED KINGDOM,BNP PARIBAS SA ,TUI TRAVEL PLC,GB00B1Z7RQ77,0.61%,2013-01-02
UNITED KINGDOM,BNP PARIBAS SA ,TUI TRAVEL PLC,GB00B1Z7RQ77,0.71%,2013-01-11
UNITED KINGDOM,BNP PARIBAS SA ,TUI TRAVEL PLC,GB00B1Z7RQ77,0.85%,2013-01-29
UNITED KINGDOM,BNP PARIBAS SA ,TUI TRAVEL PLC,GB00B1Z7RQ77,0.93%,2013-02-07
UNITED KINGDOM,BNP PARIBAS SA ,TUI TRAVEL PLC,GB00B1Z7RQ77,1.05%,2013-02-20
UNITED KINGDOM,"Castle Creek Arbitrage, LLC",TUI Travel PLC,GB00B1Z7RQ77,0.50%,2013-01-02
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",TUI Travel PLC,GB00B1Z7RQ77,0.52%,2012-11-01
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",TUI Travel PLC,GB00B1Z7RQ77,0.66%,2012-11-20
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",TUI Travel PLC,GB00B1Z7RQ77,0.70%,2012-11-22
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",TUI Travel PLC,GB00B1Z7RQ77,0.92%,2012-12-05
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",TUI Travel PLC,GB00B1Z7RQ77,1.02%,2012-12-20
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",TUI Travel PLC,GB00B1Z7RQ77,0.95%,2013-01-16
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",TUI Travel PLC,GB00B1Z7RQ77,1.10%,2013-01-31
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",TUI Travel PLC,GB00B1Z7RQ77,1.21%,2013-02-04
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",TUI Travel PLC,GB00B1Z7RQ77,1.35%,2013-02-08
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",TUI Travel PLC,GB00B1Z7RQ77,1.29%,2013-02-13
UNITED KINGDOM,"Morton Holdings, Inc.",Tui Travel Plc,GB00B1Z7RQ77,0.88%,2012-11-01
UNITED KINGDOM,Lansdowne Partners Limited,Tullow Oil PLC,GB0001500809,1.33%,2012-11-01
UNITED KINGDOM,Lansdowne Partners Limited,Tullow Oil PLC,GB0001500809,1.41%,2013-01-02
UNITED KINGDOM,Lansdowne Partners Limited,Tullow Oil PLC,GB0001500809,1.55%,2013-01-09
UNITED KINGDOM,Lansdowne Partners Limited,Tullow Oil PLC,GB0001500809,1.78%,2013-01-11
UNITED KINGDOM,Saemor Capital B.V.,UBM PLC,JE00B2R84W06,0.61%,2013-02-20
UNITED KINGDOM,"AQR Capital Management, LLC",Vedanta Resources PLC,GB0033277061,0.80%,2012-11-01
UNITED KINGDOM,"AQR Capital Management, LLC",Vedanta Resources PLC,GB0033277061,0.69%,2012-12-24
UNITED KINGDOM,"AQR Capital Management, LLC",Vedanta Resources PLC,GB0033277061,0.59%,2013-01-22
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Vedanta Resources Plc,GB0033277061,0.63%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Vedanta Resources Plc,GB0033277061,0.54%,2012-11-12
UNITED KINGDOM,Highbridge Capital Management LLC,VESUVIUS PLC,GB00B82YXW83,0.50%,2013-01-08
UNITED KINGDOM,Highbridge Capital Management LLC,VESUVIUS PLC,GB00B82YXW83,0.48%,2013-01-11
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,VICTREX PLC,GB0009292243,2.00%,2012-11-01
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,VICTREX PLC,GB0009292243,1.90%,2012-11-21
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,VICTREX PLC,GB0009292243,1.74%,2012-11-22
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,VICTREX PLC,GB0009292243,1.67%,2013-01-03
UNITED KINGDOM,AKO Capital LLP for AKO Master Fund Limited,VICTREX PLC,GB0009292243,1.79%,2013-02-05
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Volex plc,GB0009390070,1.90%,2012-11-01
UNITED KINGDOM,"AQR Capital Management, LLC",Weir Group PLC,GB0009465807,1.10%,2012-11-01
UNITED KINGDOM,"AQR Capital Management, LLC",Weir Group PLC,GB0009465807,1.09%,2013-01-11
UNITED KINGDOM,Blue Ridge Capital L.L.C,Weir Group PLC,GB0009465807,3.13%,2012-11-01
UNITED KINGDOM,"Coatue Management, L.L.C.",Weir Group Plc,GB0009465807,0.99%,2012-11-01
UNITED KINGDOM,Highbridge Capital Management LLC,Weir Group PLC,GB0009465807,0.79%,2012-11-01
UNITED KINGDOM,Highbridge Capital Management LLC,Weir Group PLC,GB0009465807,0.86%,2012-11-05
UNITED KINGDOM,Highbridge Capital Management LLC,Weir Group PLC,GB0009465807,0.79%,2012-11-14
UNITED KINGDOM,Highbridge Capital Management LLC,Weir Group Plc,GB0009465807,0.69%,2012-11-20
UNITED KINGDOM,Highbridge Capital Management LLC,Weir Group Plc,GB0009465807,0.59%,2012-12-03
UNITED KINGDOM,Highbridge Capital Management LLC,Weir Group Plc,GB0009465807,0.46%,2012-12-06
UNITED KINGDOM,Lansdowne Partners Limited,Weir Group PLC,GB0009465807,3.42%,2012-11-01
UNITED KINGDOM,Merchants' Gate Capital LP,Weir Group PLC,GB0009465807,0.86%,2012-11-01
UNITED KINGDOM,Merchants' Gate Capital LP,Weir Group PLC,GB0009465807,0.90%,2012-11-05
UNITED KINGDOM,Merchants' Gate Capital LP,Weir Group PLC,GB0009465807,0.89%,2013-01-17
UNITED KINGDOM,Merchants' Gate Capital LP,Weir Group PLC,GB0009465807,0.91%,2013-02-08
UNITED KINGDOM,"Morton Holdings, Inc.",Weir Group Plc,GB0009465807,1.11%,2012-11-01
UNITED KINGDOM,"Morton Holdings, Inc.",Weir Group Plc,GB0009465807,1.06%,2013-01-04
UNITED KINGDOM,"Morton Holdings, Inc.",Weir Group Plc,GB0009465807,0.00%,2013-02-06
UNITED KINGDOM,"Samlyn Capital, LLC",Weir Group PLC,GB0009465807,0.62%,2012-10-31
UNITED KINGDOM,Slate Path Master Fund LP,Weir Group PLC,GB0009465807,0.63%,2012-11-05
UNITED KINGDOM,Steadfast Capital Management LP,Weir Group PLC,GB0009465807,1.95%,2012-11-01
UNITED KINGDOM,Steadfast Capital Management LP,Weir Group PLC,GB0009465807,2.02%,2012-12-31
UNITED KINGDOM,"ZBI Equities, L.L.C.",Weir Group Plc,GB0009465807,1.02%,2013-02-06
UNITED KINGDOM,Cazenove Capital Management Limited,WETHERSPOON (J.D) ,GB0001638955,1.08%,2012-11-01
UNITED KINGDOM,"Eminence Capital, LLC",WH Smith Plc,GB00B2PDGW16,1.14%,2013-01-16
UNITED KINGDOM,"Eminence Capital, LLC",WH Smith Plc,GB00B2PDGW16,1.30%,2013-01-17
UNITED KINGDOM,"Eminence Capital, LLC",WH Smith Plc,GB00B2PDGW16,1.56%,2013-01-18
UNITED KINGDOM,"Eminence Capital, LLC",WH Smith Plc,GB00B2PDGW16,1.91%,2013-01-21
UNITED KINGDOM,Fest N.V.,WH Smith Plc,GB00B2PDGW16,2.63%,2012-11-01
UNITED KINGDOM,Fest N.V.,WH Smith Plc,GB00B2PDGW16,2.73%,2012-11-05
UNITED KINGDOM,Fest N.V.,WH Smith Plc,GB00B2PDGW16,2.84%,2013-01-21
UNITED KINGDOM,Fest N.V.,WH Smith Plc,GB00B2PDGW16,3.15%,2013-01-22
UNITED KINGDOM,Fest N.V.,WH Smith Plc,GB00B2PDGW16,3.36%,2013-01-23
UNITED KINGDOM,Fest N.V.,WH Smith Plc,GB00B2PDGW16,3.52%,2013-01-24
UNITED KINGDOM,Fest N.V.,WH Smith Plc,GB00B2PDGW16,3.84%,2013-01-25
UNITED KINGDOM,Fest N.V.,WH Smith Plc,GB00B2PDGW16,3.91%,2013-01-28
UNITED KINGDOM,Lansdowne Partners Limited,WH Smith PLC,GB00B2PDGW16,2.73%,2012-11-01
UNITED KINGDOM,Lone Pine Capital LLC,WH SMITH PLC,GB00B2PDGW16,0.75%,2013-01-15
UNITED KINGDOM,Lone Pine Capital LLC,WH SMITH PLC,GB00B2PDGW16,0.95%,2013-01-18
UNITED KINGDOM,"Luxor Capital Group, LP",WH Smith Plc,GB00B2PDGW16,1.32%,2012-11-01
UNITED KINGDOM,"Luxor Capital Group, LP",WH Smith Plc,GB00B2PDGW16,1.22%,2012-11-05
UNITED KINGDOM,"Luxor Capital Group, LP",WH Smith Plc,GB00B2PDGW16,1.14%,2012-12-28
UNITED KINGDOM,Merchants' Gate Capital LP,WH Smith PLC,GB00B2PDGW16,0.57%,2013-01-25
UNITED KINGDOM,Merchants' Gate Capital LP,WH Smith PLC,GB00B2PDGW16,0.64%,2013-01-28
UNITED KINGDOM,Merchants' Gate Capital LP,WH Smith PLC,GB00B2PDGW16,0.77%,2013-01-30
UNITED KINGDOM,Merchants' Gate Capital LP,WH Smith PLC,GB00B2PDGW16,0.85%,2013-01-31
UNITED KINGDOM,Merchants' Gate Capital LP,WH Smith PLC,GB00B2PDGW16,0.92%,2013-02-13
UNITED KINGDOM,Merchants' Gate Capital LP,WH Smith PLC,GB00B2PDGW16,1.07%,2013-02-14
UNITED KINGDOM,Merchants' Gate Capital LP,WH Smith PLC,GB00B2PDGW16,1.21%,2013-02-15
UNITED KINGDOM,Meritage Group LP,WH Smith PLC,GB00B2PDGW16,0.93%,2012-11-01
UNITED KINGDOM,Polar Capital LLP,WH Smith PLC,GB00B2PDGW16,0.58%,2012-11-01
UNITED KINGDOM,"Morton Holdings, Inc.",William Hill Plc,GB0031698896,0.84%,2012-11-01
UNITED KINGDOM,Pennant Capital Management LLC,William Hill PLC,GB0031698896,0.98%,2012-02-11
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,Wilmington Group plc,GB0009692319,0.83%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,WILMINGTON GROUP PLC,GB0009692319,0.97%,2013-02-15
UNITED KINGDOM,Lansdowne Partners Limited,WM Morrison Supermarkets PLC,GB0006043169,2.51%,2012-11-01
UNITED KINGDOM,Lansdowne Partners Limited,WM Morrison Supermarkets PLC,GB0006043169,2.69%,2013-01-30
UNITED KINGDOM,Lansdowne Partners Limited,WM Morrison Supermarkets PLC,GB0006043169,2.74%,2013-01-31
UNITED KINGDOM,Lansdowne Partners Limited,WM Morrison Supermarkets PLC,GB0006043169,2.81%,2013-02-01
UNITED KINGDOM,Lone Pine Capital LLC,WM Morrison Supermarkets PLC,GB0006043169,0.60%,2013-01-30
UNITED KINGDOM,Lone Pine Capital LLC,WM Morrison Supermarkets PLC,GB0006043169,0.77%,2013-02-05
UNITED KINGDOM,Lone Pine Capital LLC,WM Morrison Supermarkets PLC,GB0006043169,0.83%,2013-02-06
UNITED KINGDOM,Lone Pine Capital LLC,WM Morrison Supermarkets PLC,GB0006043169,0.91%,2013-02-07
UNITED KINGDOM,Meditor Capital Management Limited,WM Morrison Supermarkets PLC,GB0006043169,0.52%,2012-12-12
UNITED KINGDOM,Meditor Capital Management Limited,WM Morrison Supermarkets PLC,GB0006043169,0.63%,2012-12-14
UNITED KINGDOM,Meditor Capital Management Limited,WM Morrison Supermarkets PLC,GB0006043169,0.73%,2012-12-20
UNITED KINGDOM,Meditor Capital Management Limited,WM Morrison Supermarkets PLC,GB0006043169,0.39%,2013-01-07
UNITED KINGDOM,Parvus Asset Management (UK) LLP,Wolfson Microelectronics PLC,GB0033563130,1.29%,2012-11-01
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",WPP PLC,JE00B3DMTY01,0.64%,2012-11-01
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",WPP PLC,JE00B3DMTY01,0.72%,2013-01-11
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",WPP PLC,JE00B3DMTY01,0.80%,2013-01-16
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",WPP PLC,JE00B3DMTY01,0.91%,2013-01-17
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",WPP PLC,JE00B3DMTY01,1.14%,2013-01-30
UNITED KINGDOM,"D. E. Shaw & Co. (U.K.), Ltd.",WPP PLC,JE00B3DMTY01,1.23%,2013-02-13
UNITED KINGDOM,Susquehanna International Holdings LLC,WPP PLC,JE00B3DMTY01,0.51%,2012-11-28
UNITED KINGDOM,Susquehanna International Holdings LLC,WPP PLC,JE00B3DMTY01,0.50%,2012-12-12
UNITED KINGDOM,Susquehanna International Holdings LLC,WPP PLC,JE00B3DMTY01,0.62%,2013-02-14
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,WS Atkins plc,GB0000608009,0.76%,2012-11-01
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,WS ATKINS PLC,GB0000608009,0.80%,2012-11-21
UNITED KINGDOM,BlackRock Investment Management (UK) Limited,XP Power Ltd,SG9999003735,2.75%,2012-11-01
UNITED KINGDOM,"Georgetown Asset Holdings, Ltd.",XP Power Ltd,SG9999003735,0.56%,2012-11-01
UNITED KINGDOM,"Georgetown Asset Holdings, Ltd.",XP Power Ltd,SG9999003735,0.65%,2012-12-20
UNITED KINGDOM,JPMorgan Asset Management (UK) Ltd,XP POWER LTD,SG9999003735,1.34%,2012-11-01
UNITED KINGDOM,JPMorgan Asset Management (UK) Ltd,XP POWER LTD,SG9999003735,1.55%,2012-11-06
UNITED KINGDOM,JPMorgan Asset Management (UK) Ltd,XP POWER LTD,SG9999003735,1.01%,2012-11-28
